Incident Number,Date/Time,Address,Incident Type,Completed,Reviewed,,,,,
0008979 - 000,12/1/21 23:48,1105 N Bishop St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008980 - 000,12/2/21 2:52,Hwy 80,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008981 - 000,12/2/21 4:44,543 Lindsey St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008983 - 000,12/2/21 4:56,210 SB,"550 - Public service assistance, other",Yes,Yes,,,,,
0008986 - 000,12/2/21 10:14,1360 Thorpe Ln  # 5106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008987 - 000,12/2/21 11:51,210 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008988 - 000,12/2/21 12:12,600 Barnes Dr  # 104,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008989 - 000,12/2/21 13:05,316 Sherbarb St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008990 - 000,12/2/21 15:57,302 Saltillo St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008991 - 000,12/2/21 17:24,612 Mill St  # A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008993 - 000,12/2/21 21:23,319 Ancient Oak Way,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008994 - 000,12/2/21 22:43,1600 N IH 35  # 306A,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008996 - 000,12/3/21 2:52,314 Smith Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008997 - 000,12/3/21 3:02,701 Moore St  # B541,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008998 - 000,12/3/21 3:05,1550 N IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008999 - 000,12/3/21 3:10,500 Parker Dr  # 144,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009000 - 000,12/3/21 7:58,500 Parker Dr  # 144,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009001 - 000,12/3/21 8:55,584 Lookout Ridge Lp,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009002 - 000,12/3/21 9:53,210 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009003 - 000,12/3/21 10:32,205 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009004 - 000,12/3/21 12:10,4210 S IH 35  # 124,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009005 - 000,12/3/21 12:21,101 Uhland Rd  # 115,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009006 - 000,12/3/21 13:04,1404 Clarewood Dr  # 105,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009007 - 000,12/3/21 13:10,210 SB,"500 - Service Call, other",Yes,Yes,,,,,
0009008 - 000,12/3/21 13:07,Leah Ave,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009009 - 000,12/3/21 13:20,1600 N IH 35  # C312B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009010 - 000,12/3/21 14:23,1201 Thorpe Ln  # 171,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009011 - 000,12/3/21 15:27,2600 Hunter Rd  # 3207,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009012 - 000,12/3/21 15:39,1100 Sycamore St  # CORNER,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009014 - 000,12/3/21 16:00,1230 N LBJ Dr  # 731,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009015 - 000,12/3/21 18:30,650 River Rd  # BLDG10,"500 - Service Call, other",Yes,Yes,,,,,
0009016 - 000,12/3/21 18:34,E Hopkins St,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009017 - 000,12/3/21 18:35,1354 Thorpe Ln  # 4102,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009018 - 000,12/3/21 20:31,419 Riverside Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009019 - 000,12/3/21 20:35,707 Alabama St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009020 - 000,12/3/21 22:58,1105 N IH 35  # PLOT,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009021 - 000,12/4/21 0:06,S LBJ Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009022 - 000,12/4/21 1:20,400 Stagecoach Trl,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009023 - 000,12/4/21 1:28,730 E Hopkins St  # 100,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009024 - 000,12/4/21 2:27,701 Moore St  # OUTSIDE,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009025 - 000,12/4/21 2:57,2416 Missy Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009026 - 000,12/4/21 5:49,917 N IH 35,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0009027 - 000,12/4/21 6:49,4015 S IH 35  # 319,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0009029 - 000,12/4/21 8:10,600 E Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009030 - 000,12/4/21 8:10,Hwy 123,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009031 - 000,12/4/21 8:19,N Mitchell Ave,"440 - Electrical  wiring/equipment problem, other",Yes,Yes,,,,,
0009033 - 000,12/4/21 9:24,1850 Aquarena Springs Dr  # 1532,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009034 - 000,12/4/21 10:57,310 Scott St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009035 - 000,12/4/21 11:10,519 Valley St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009036 - 000,12/4/21 12:05,210 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009037 - 000,12/4/21 12:57,201 SB,553 - Public service,Yes,Yes,,,,,
0009039 - 000,12/4/21 17:41,201 SB,553 - Public service,Yes,Yes,,,,,
0009040 - 000,12/4/21 20:12,202 NB,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009041 - 000,12/4/21 21:35,205 NB,553 - Public service,Yes,Yes,,,,,
0009042 - 000,12/4/21 23:40,1011 Wonder World Dr  # 1611,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009043 - 000,12/5/21 0:04,601 River Rd  # OFFICE,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009044 - 000,12/5/21 0:44,631 Moore St  # 604,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009046 - 000,12/5/21 6:36,Aquarena Springs Dr,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0009047 - 000,12/5/21 8:02,503 Uhland Rd  # MAILBOX,"600 - Good intent call, other",Yes,Yes,,,,,
0009048 - 000,12/5/21 8:40,102 Park Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009049 - 000,12/5/21 9:50,1351 Sadler Dr  # 200HALL,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009050 - 000,12/5/21 10:20,1415 Craddock Ave,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0009051 - 000,12/5/21 13:29,1101 Davis Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009052 - 000,12/5/21 13:56,1150 E River Ridge Pkwy  # 1016,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0009053 - 000,12/5/21 14:18,531 Golden Grove Pkwy,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009054 - 000,12/5/21 15:30,1400 Clarewood Dr  # 419,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009055 - 000,12/5/21 16:12,113 Elm Hollow,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009056 - 000,12/5/21 16:14,E Hopkins St,"500 - Service Call, other",Yes,Yes,,,,,
0009057 - 000,12/5/21 16:35,113 Elm Hollow,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009058 - 000,12/5/21 16:49,221 E Sessom Dr,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0009059 - 000,12/5/21 17:22,1360 Thorpe Ln  # 7201,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0009060 - 000,12/5/21 17:37,3939 S IH 35  # 1360,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009061 - 000,12/5/21 20:39,E Hopkins St,553 - Public service,Yes,Yes,,,,,
0009062 - 000,12/6/21 0:29,EXIT 206 SB  # R SHLD,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009063 - 000,12/6/21 0:48,802 Leah Ave  # 418,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009064 - 000,12/6/21 0:49,343 N LBJ Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009065 - 000,12/6/21 6:31,1321 N IH 35  # 114,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009066 - 000,12/6/21 6:49,1000 Hwy 80,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0009067 - 000,12/6/21 8:05,202 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009068 - 000,12/6/21 9:16,1005 N IH 35  # 235,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009069 - 000,12/6/21 9:19,500 Parker Dr  # 170,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009070 - 000,12/6/21 9:58,1180 Thorpe Ln  # 120,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009071 - 000,12/6/21 10:23,1740 Old Ranch Road 12  # BLG11,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0009072 - 000,12/6/21 11:05,345 Champions Blvd  # 712,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009073 - 000,12/6/21 11:17,2600 Hunter Rd  # 3308,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009074 - 000,12/6/21 12:01,1401 Clyde St  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009075 - 000,12/6/21 12:41,120 Living Oak Cv,"700 - False alarm or false call, other",Yes,Yes,,,,,
0009076 - 000,12/6/21 13:00,1201 Thorpe Ln  # 125,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009077 - 000,12/6/21 13:02,207 SB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0009079 - 000,12/6/21 14:20,2041 S IH 35  # 102,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009080 - 000,12/6/21 15:15,E Access Rd,552 - Police matter,Yes,Yes,,,,,
0009081 - 000,12/6/21 15:51,707 S Loop St,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0009082 - 000,12/6/21 16:11,204 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009083 - 000,12/6/21 17:31,715 Alabama St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009084 - 000,12/6/21 18:06,1800 Post Rd  # 1118,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009085 - 000,12/6/21 20:46,1647 Post Rd  # 6101,111R - Building fire - Residential,Yes,Yes,,,,,
0009086 - 000,12/6/21 21:26,204 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009087 - 000,12/6/21 21:40,109 Craddock Ave  # 106,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0009088 - 000,12/6/21 21:53,204 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0009089 - 000,12/6/21 22:12,1640 Aquarena Springs Dr  # 1004,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009090 - 000,12/6/21 22:22,300 Stagecoach Trl  # 1126,"700 - False alarm or false call, other",Yes,Yes,,,,,
0009091 - 000,12/6/21 22:35,204 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009092 - 000,12/6/21 22:42,202 SB,"510 - Person in distress, other",Yes,Yes,,,,,
0009093 - 000,12/6/21 23:16,238 Craddock Ave,522 - Water or steam leak,Yes,Yes,,,,,
0009094 - 000,12/6/21 23:34,201 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009095 - 000,12/7/21 0:27,1655 Mill St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009096 - 000,12/7/21 0:33,900 Belvin St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009097 - 000,12/7/21 0:45,1004 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009098 - 000,12/7/21 0:58,1900 Medical Pkwy  # 101 A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009099 - 000,12/7/21 1:51,1053 Clovis Barker Rd  # FRN DESK,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009100 - 000,12/7/21 2:23,191 Cotter Ave  # 7106,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0009101 - 000,12/7/21 4:26,2800 Airport Highway 21 Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009102 - 000,12/7/21 5:00,707 McKie St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009103 - 000,12/7/21 7:30,204 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009104 - 000,12/7/21 8:06,212 Nb35 Ih,553 - Public service,Yes,Yes,,,,,
0009105 - 000,12/7/21 9:12,1507 N LBJ Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009106 - 000,12/7/21 9:28,206 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009107 - 000,12/7/21 9:34,1506 S IH 35  # 2611,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009108 - 000,12/7/21 10:13,1600 N IH 35  # 313A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009110 - 000,12/7/21 11:07,201 SB,553 - Public service,Yes,Yes,,,,,
0009111 - 000,12/7/21 11:13,1161 Lago Vista,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009112 - 000,12/7/21 11:31,1307 Uhland Rd,381 - Rescue or EMS standby,Yes,Yes,,,,,
0009113 - 000,12/7/21 11:35,1629 Post Rd  # 4234,"700 - False alarm or false call, other",Yes,Yes,,,,,
0009114 - 000,12/7/21 12:20,1041 Sycamore St,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0009117 - 000,12/7/21 12:58,N C M Allen Pkwy,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009118 - 000,12/7/21 13:00,1640 Aquarena Springs Dr  # 1004,381 - Rescue or EMS standby,Yes,Yes,,,,,
0009119 - 000,12/7/21 13:09,206 SB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0009120 - 000,12/7/21 15:02,100 Windmill Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009121 - 000,12/7/21 15:38,108 N IH 35  # 112,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009122 - 000,12/7/21 18:10,210 NB,131 - Passenger vehicle fire,Yes,Yes,,,,,
0009124 - 000,12/7/21 18:23,117 Meiners St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009125 - 000,12/7/21 19:36,1602 Stokes St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009126 - 000,12/7/21 21:16,206 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009128 - 000,12/7/21 22:22,403 S LBJ Dr,444 - Power line down,Yes,Yes,,,,,
0009129 - 000,12/7/21 22:19,1975 Aquarena Springs Dr  # BLD 7,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0009130 - 000,12/8/21 0:20,200 SB,553 - Public service,Yes,Yes,,,,,
0009131 - 000,12/8/21 2:34,200 S SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009132 - 000,12/8/21 5:02,202 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009134 - 000,12/8/21 6:35,4000 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009135 - 000,12/8/21 6:54,199 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009136 - 000,12/8/21 7:11,199 NB,"500 - Service Call, other",Yes,Yes,,,,,
0009137 - 000,12/8/21 7:14,1900 Medical Pkwy  # 406,381 - Rescue or EMS standby,Yes,Yes,,,,,
0009138 - 000,12/8/21 9:02,200 SB,"500 - Service Call, other",Yes,Yes,,,,,
0009140 - 000,12/8/21 9:29,951 Moore St  # 638,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009141 - 000,12/8/21 10:13,201 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009142 - 000,12/8/21 11:04,1600 N IH 35  # 312B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009143 - 000,12/8/21 14:13,1504 Aquarena Springs Dr  # 110,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009144 - 000,12/8/21 15:01,201 E Access Rd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009145 - 000,12/8/21 15:46,208 SB,"500 - Service Call, other",Yes,Yes,,,,,
0009146 - 000,12/8/21 16:21,W Sessom Dr,553 - Public service,Yes,Yes,,,,,
0009148 - 000,12/8/21 17:46,E McCarty Ln,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009149 - 000,12/8/21 18:11,W Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009150 - 000,12/8/21 18:24,208 NB,"463 - Vehicle accident, general cleanup",Yes,Yes,,,,,
0009151 - 000,12/8/21 18:43,205 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009153 - 000,12/8/21 19:31,1401 Wonder World Dr  # 23,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009154 - 000,12/8/21 19:53,1900 Medical Pkwy  # 203A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009155 - 000,12/8/21 20:42,209 SB,"500 - Service Call, other",Yes,Yes,,,,,
0009157 - 000,12/8/21 23:01,1400 Clarewood Dr  # 419,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009158 - 000,12/8/21 23:16,200 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009159 - 000,12/9/21 0:34,802 Leah Ave  # 417,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009160 - 000,12/9/21 5:39,1250 N IH 35,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0009161 - 000,12/9/21 8:22,503 Uhland Rd  # 20,"320 - Emergency medical service, other",Yes,Yes,,,,,
0009162 - 000,12/9/21 8:27,1351 Sadler Dr  # 606,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009163 - 000,12/9/21 9:35,1321 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009164 - 000,12/9/21 9:37,712 S Stagecoach Trl,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009165 - 000,12/9/21 9:48,1205 Hwy 123,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009166 - 000,12/9/21 12:03,712 S Stagecoach Trl,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009167 - 000,12/9/21 12:25,106 Laurel Rdg,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009168 - 000,12/9/21 13:03,Clarewood Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009169 - 000,12/9/21 14:02,102 N IH 35,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009170 - 000,12/9/21 14:39,106 Charles Austin Dr,353 - Removal of victim(s) from stalled elevator,Yes,Yes,,,,,
0009171 - 000,12/9/21 14:52,110 Willow Springs Dr  # 102,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009172 - 000,12/9/21 15:37,2514 Deer Stand Lp,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009173 - 000,12/9/21 15:45,301 Foxtail Run  # 810,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009174 - 000,12/9/21 16:37,1351 Sadler Dr  # 500HALL,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009175 - 000,12/9/21 16:59,631 N Lbj Dr  # 201,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009178 - 000,12/9/21 17:18,210 N Edward Gary St,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0009179 - 000,12/9/21 18:26,208 NB,131 - Passenger vehicle fire,Yes,Yes,,,,,
0009180 - 000,12/9/21 19:19,206 NB,"550 - Public service assistance, other",Yes,Yes,,,,,
0009181 - 000,12/9/21 19:56,811 S Guadalupe St  # 123,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009182 - 000,12/9/21 21:10,300 S Stagecoach Trl  # BLD 1,"550 - Public service assistance, other",Yes,Yes,,,,,
0009183 - 000,12/9/21 20:13,1640 Aquarena Springs Dr  # 1002,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009184 - 000,12/9/21 21:29,2913 Hunter Rd  # 412,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0009185 - 000,12/9/21 23:33,232 Lance Trl,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009186 - 000,12/10/21 1:53,1520 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009187 - 000,12/10/21 2:14,917 Hwy 80,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0009188 - 000,12/10/21 2:49,110 Lockwood Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009189 - 000,12/10/21 3:13,707 McKie St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009190 - 000,12/10/21 3:40,W Access Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009191 - 000,12/10/21 8:26,1201 Thorpe Ln  # 125,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009192 - 000,12/10/21 8:27,1900 Medical Pkwy  # 101,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009193 - 000,12/10/21 9:29,5700 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009194 - 000,12/10/21 10:14,202 NB,553 - Public service,Yes,Yes,,,,,
0009195 - 000,12/10/21 11:51,1706 N IH 35  # 14,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009196 - 000,12/10/21 12:22,800 Academy St,"730 - System malfunction, other",Yes,Yes,,,,,
0009197 - 000,12/10/21 12:45,114 Fence Line Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0009199 - 000,12/10/21 13:17,EXIT 204 NB,553 - Public service,Yes,Yes,,,,,
0009200 - 000,12/10/21 13:22,205 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0009201 - 000,12/10/21 13:33,518 S Guadalupe St  # BACK,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0009202 - 000,12/10/21 14:00,205 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0009203 - 000,12/10/21 14:08,1200 N Bishop St  # 100,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
